1 -1.717411281 1.32625874446667 0.312797361 0 -0.669829383692308 0.982626744692308 0.2
1 0.237316204 1.32625874446667 -1.904683606 0 -0.669829383692308 -1.23485422230769 0.2
1 -2.09795782 1.32625874446667 -0.124334413 0 -0.669829383692308 0.545494970692308 0.2
1 2.932551998 1.32625874446667 -1.298397352 0 -0.669829383692308 -0.628567968307692 0.2
1 0.144980934 1.32625874446667 0.064628684 1 -0.669829383692308 0.734458067692308 0.2
1 -1.995480817 1.32625874446667 0.387057295 0 -0.669829383692308 1.05688667869231 0.2
1 -2.874921073 1.32625874446667 -1.868520987 0 -0.669829383692308 -1.19869160330769 0.2
1 0.381143353 1.32625874446667 -0.881834149 0 -0.669829383692308 -0.212004765307692 0.2
1 2.332833096 1.32625874446667 0.187044182 0 -0.669829383692308 0.856873565692308 0.2
1 -1.500119069 1.32625874446667 -1.24438206 0 -0.669829383692308 -0.574552676307692 0.2
1 -99 1.32625874446667 -99 0 -0.669829383692308 -99 0.2
1 -0.679996017 1.32625874446667 -1.210955298 0 -0.669829383692308 -0.541125914307692 0.2
1 -1.878448873 1.32625874446667 -1.542522282 1 -0.669829383692308 -0.872692898307692 0.2
1 -1.526042455 1.32625874446667 0.416320637 1 -0.669829383692308 1.08615002069231 0.2
1 -99 1.32625874446667 -99 0 -0.669829383692308 -99 0.2
2 4.440109751 0.587353604533333 -1.219614585 1 0.0687999528571428 -1.28841453785714 0.25
2 0.053345812 0.587353604533333 0.619952477 0 0.0687999528571428 0.551152524142857 0.25
2 0.225138978 0.587353604533333 -0.090121877 0 0.0687999528571428 -0.158921829857143 0.25
2 0.654346374 0.587353604533333 0.718238387 1 0.0687999528571428 0.649438434142857 0.25
2 3.100333546 0.587353604533333 -0.263769062 0 0.0687999528571428 -0.332569014857143 0.25
2 3.759248972 0.587353604533333 0.110687315 0 0.0687999528571428 0.0418873621428572 0.25
2 2.827465046 0.587353604533333 -99 -99 0.0687999528571428 -99 0.25
2 -99 0.587353604533333 -2.948557656 -99 0.0687999528571428 -3.01735760885714 0.25
2 1.054667125 0.587353604533333 -0.884387179 -99 0.0687999528571428 -0.953187131857143 0.25
2 5.026378697 0.587353604533333 0.791433961 0 0.0687999528571428 0.722634008142857 0.25
2 1.28885535 0.587353604533333 1.280706218 0 0.0687999528571428 1.21190626514286 0.25
2 2.342717975 0.587353604533333 -0.02283805 0 0.0687999528571428 -0.0916380028571428 0.25
2 0.184199184 0.587353604533333 0.36386094 1 0.0687999528571428 0.295060987142857 0.25
2 -99 0.587353604533333 1.095942539 0 0.0687999528571428 1.02714258614286 0.25
2 -2.289647657 0.587353604533333 1.411665912 0 0.0687999528571428 1.34286595914286 0.25
3 -1.388968919 -2.83469342886667 1.978014546 0 0.14376355 1.834250996 0.214285714285714
3 -1.783154665 -2.83469342886667 -0.712123864 0 0.14376355 -0.855887414 0.214285714285714
3 -0.617795422 -2.83469342886667 -0.692353598 1 0.14376355 -0.836117148 0.214285714285714
